satzart,textkennzeichen,land,rb,kreis,vb,gemeinde,gemeindename,flaeche,bevoelkerung,maennlich,weiblich,jekm2,postleitzahl,laengengrad,breitengrad,schluessel,bezeichnung,verstaedterungschluessel,verstaedterungbezeichnung
60,64,03,2,51,5403,026,Martfeld, 35.06, 2 801, 1 410, 1 391,  80,27327,"9,067936","52,875786",G08,Mittelweser,03,gering besiedelt
60,64,03,2,51,5403,033,Schwarme, 24.31, 2 553, 1 304, 1 249,  105,27327,"9,018694","52,899657",G08,Mittelweser,03,gering besiedelt
60,64,03,2,51,5403,049,"Bruchhausen-Vilsen, Flecken", 109.73, 9 118, 4 447, 4 671,  83,27305,"8,986762","52,822285",G08,Mittelweser,03,gering besiedelt
50,52,03,2,51,5404,,Kirchdorf,,,,,,,,,,,,
60,64,03,2,51,5404,003,Bahrenborstel, 31.28, 1 105,  568,  537,  35,27245,"8,815121","52,57221",G08,Mittelweser,03,gering besiedelt
60,64,03,2,51,5404,004,"Barenburg, Flecken", 16.45, 1 239,  642,  597,  75,27245,"8,798729","52,621324",G08,Mittelweser,03,gering besiedelt
60,64,03,2,51,5404,018,Freistatt, 12.54,  473,  350,  123,  38,27259,"8,648938","52,623062",G08,Mittelweser,03,gering besiedelt
60,64,03,2,51,5404,021,Kirchdorf, 47.80, 2 238, 1 155, 1 083,  47,27245,"8,836015","52,594752",G08,Mittelweser,03,gering besiedelt
60,64,03,2,51,5404,043,Varrel, 43.99, 1 514,  808,  706,  34,27259,"8,730968","52,621233",G08,Mittelweser,03,gering besiedelt
60,64,03,2,51,5404,045,Wehrbleck, 28.03,  753,  404,  349,  27,27259,"8,692263","52,628854",G08,Mittelweser,03,gering besiedelt
50,52,03,2,51,5405,,Rehden,,,,,,,,,,,,
60,64,03,2,51,5405,006,Barver, 26.04, 1 080,  560,  520,  41,49453,"8,593598","52,620672",G08,Mittelweser,03,gering besiedelt
60,64,03,2,51,5405,011,Dickel, 16.98,  472,  235,  237,  28,49453,"8,472542","52,644554",G08,Mittelweser,03,gering besiedelt
60,64,03,2,51,5405,019,Hemsloh, 26.82,  540,  270,  270,  20,49453,"8,509428","52,601629",G08,Mittelweser,03,gering besiedelt
60,64,03,2,51,5405,030,Rehden, 33.35, 2 256, 1 131, 1 125,  68,49453,"8,482683","52,609902",G08,Mittelweser,03,gering besiedelt
60,64,03,2,51,5405,046,Wetschen, 25.11, 1 836,  936,  900,  73,49453,"8,448796","52,612875",G08,Mittelweser,03,gering besiedelt
50,52,03,2,51,5406,,Schwaförden,,,,,,,,,,,,
60,64,03,2,51,5406,001,Affinghausen, 12.26,  843,  410,  433,  69,27257,"8,87991","52,782963",G08,Mittelweser,03,gering besiedelt
60,64,03,2,51,5406,015,Ehrenburg, 49.17, 1 475,  762,  713,  30,27248,"8,704319","52,747949",G08,Mittelweser,03,gering besiedelt
60,64,03,2,51,5406,028,Neuenkirchen, 14.67, 1 206,  603,  603,  82,27251,"8,748262","52,774432",G08,Mittelweser,03,gering besiedelt
60,64,03,2,51,5406,031,Scholen, 20.47,  752,  395,  357,  37,27251,"8,769239","52,740308",G08,Mittelweser,03,gering besiedelt
60,64,03,2,51,5406,032,Schwaförden, 26.00, 1 490,  781,  709,  57,27252,"8,818783","52,737783",G08,Mittelweser,03,gering besiedelt
60,64,03,2,51,5406,038,Sudwalde, 27.24, 1 034,  528,  506,  38,27257,"8,842769","52,796913",G08,Mittelweser,03,gering besiedelt
50,52,03,2,51,5407,,Siedenburg,,,,,,,,,,,,
60,64,03,2,51,5407,008,Borstel, 31.08, 1 220,  589,  631,  39,27246,"8,971999","52,669312",G08,Mittelweser,03,gering besiedelt
60,64,03,2,51,5407,024,Maasen, 18.72,  435,  221,  214,  23,27249,"8,885683","52,692321",G08,Mittelweser,03,gering besiedelt
60,64,03,2,51,5407,027,Mellinghausen, 24.44, 1 040,  518,  522,  43,27249,"8,897384","52,707433",G08,Mittelweser,03,gering besiedelt
60,64,03,2,51,5407,034,"Siedenburg, Flecken", 14.23, 1 265,  629,  636,  89,27254,"8,940684","52,692898",G08,Mittelweser,03,gering besiedelt
60,64,03,2,51,5407,035,Staffhorst, 14.65,  499,  248,  251,  34,27254,"8,980126","52,721512",G08,Mittelweser,03,gering besiedelt
40,44,03,2,52,,,Hameln-Pyrmont,,,,,,,,,,,,
50,50,03,2,52,0001,,"Aerzen, Flecken",,,,,,,,,,,,
60,64,03,2,52,0001,001,"Aerzen, Flecken", 105.26, 10 524, 5 182, 5 342,  100,31855,"9,261633","52,046638",G10,Weserbergland,03,gering besiedelt
50,50,03,2,52,0002,,"Bad Münder am Deister, Stadt",,,,,,,,,,,,
60,63,03,2,52,0002,002,"Bad Münder am Deister, Stadt", 107.97, 17 445, 8 572, 8 873,  162,31848,"9,463755","52,197773",G10,Weserbergland,03,gering besiedelt
50,50,03,2,52,0003,,"Bad Pyrmont, Stadt",,,,,,,,,,,,
60,63,03,2,52,0003,003,"Bad Pyrmont, Stadt", 61.99, 19 130, 9 158, 9 972,  309,31812,"9,262908","51,985504",G10,Weserbergland,02,mittlere Besiedlungsdichte
50,50,03,2,52,0004,,"Coppenbrügge, Flecken",,,,,,,,,,,,
60,64,03,2,52,0004,004,"Coppenbrügge, Flecken", 90.07, 7 040, 3 420, 3 620,  78,31863,"9,550116","52,117614",G10,Weserbergland,03,gering besiedelt
50,50,03,2,52,0005,,Emmerthal,,,,,,,,,,,,
60,64,03,2,52,0005,005,Emmerthal, 114.94, 9 728, 4 760, 4 968,  85,31860,"9,376592","52,049405",G10,Weserbergland,03,gering besiedelt
50,50,03,2,52,0006,,"Hameln, Stadt",,,,,,,,,,,,
60,63,03,2,52,0006,006,"Hameln, Stadt", 102.53, 57 434, 27 376, 30 058,  560,31785,"9,356316","52,104402",G10,Weserbergland,02,mittlere Besiedlungsdichte
50,50,03,2,52,0007,,"Hessisch Oldendorf, Stadt",,,,,,,,,,,,
60,63,03,2,52,0007,007,"Hessisch Oldendorf, Stadt", 120.32, 18 112, 8 912, 9 200,  151,31840,"9,252506","52,168347",G10,Weserbergland,03,gering besiedelt
50,50,03,2,52,0008,,"Salzhemmendorf, Flecken",,,,,,,,,,,,
60,64,03,2,52,0008,008,"Salzhemmendorf, Flecken", 94.44, 9 136, 4 500, 4 636,  97,31020,"9,590419","52,066164",G10,Weserbergland,03,gering besiedelt
40,44,03,2,54,,,Hildesheim,,,,,,,,,,,,
50,50,03,2,54,0002,,"Alfeld (Leine), Stadt",,,,,,,,,,,,
60,63,03,2,54,0002,002,"Alfeld (Leine), Stadt", 72.88, 18 535, 9 123, 9 412,  254,31061,"9,825738","51,987221",G11,Hannover-Hildesheim,02,mittlere Besiedlungsdichte
50,50,03,2,54,0003,,Algermissen,,,,,,,,,,,,
60,64,03,2,54,0003,003,Algermissen, 35.71, 7 918, 3 901, 4 017,  222,31191,"9,970613","52,253687",G11,Hannover-Hildesheim,03,gering besiedelt
50,50,03,2,54,0005,,"Bad Salzdetfurth, Stadt",,,,,,,,,,,,
60,63,03,2,54,0005,005,"Bad Salzdetfurth, Stadt", 67.20, 13 139, 6 415, 6 724,  196,31162,"10,007627","52,063403",G11,Hannover-Hildesheim,02,mittlere Besiedlungsdichte
50,50,03,2,54,0008,,"Bockenem, Stadt",,,,,,,,,,,,
60,63,03,2,54,0008,008,"Bockenem, Stadt", 109.96, 9 855, 4 955, 4 900,  90,31167,"10,128926","52,009625",G11,Hannover-Hildesheim,02,mittlere Besiedlungsdichte
50,50,03,2,54,0011,,Diekholzen,,,,,,,,,,,,
60,64,03,2,54,0011,011,Diekholzen, 30.22, 6 399, 3 087, 3 312,  212,31199,"9,918044","52,09459",G11,Hannover-Hildesheim,03,gering besiedelt
50,50,03,2,54,0014,,"Elze, Stadt",,,,,,,,,,,,
60,63,03,2,54,0014,014,"Elze, Stadt", 47.81, 8 989, 4 418, 4 571,  188,31008,"9,735897","52,121655",G11,Hannover-Hildesheim,02,mittlere Besiedlungsdichte
50,50,03,2,54,0017,,Giesen,,,,,,,,,,,,
60,64,03,2,54,0017,017,Giesen, 34.00, 9 696, 4 812, 4 884,  285,31180,"9,892277","52,195149",G11,Hannover-Hildesheim,02,mittlere Besiedlungsdichte
50,50,03,2,54,0020,,Harsum,,,,,,,,,,,,
60,64,03,2,54,0020,020,Harsum, 50.00, 11 379, 5 657, 5 722,  228,31177,"9,964458","52,21046",G11,Hannover-Hildesheim,02,mittlere Besiedlungsdichte
50,50,03,2,54,0021,,"Hildesheim, Stadt",,,,,,,,,,,,
60,63,03,2,54,0021,021,"Hildesheim, Stadt", 92.29, 101 693, 48 539, 53 154, 1 102,31134,"9,948181","52,150623",G11,Hannover-Hildesheim,01,dicht besiedelt
50,50,03,2,54,0022,,Holle,,,,,,,,,,,,
60,64,03,2,54,0022,022,Holle, 61.25, 6 936, 3 410, 3 526,  113,31188,"10,16074","52,087422",G11,Hannover-Hildesheim,03,gering besiedelt
50,50,03,2,54,0026,,Nordstemmen,,,,,,,,,,,,
60,64,03,2,54,0026,026,Nordstemmen, 60.22, 12 027, 5 896, 6 131,  200,31171,"9,782956","52,160076",G11,Hannover-Hildesheim,02,mittlere Besiedlungsdichte
50,50,03,2,54,0028,,"Sarstedt, Stadt",,,,,,,,,,,,
60,63,03,2,54,0028,028,"Sarstedt, Stadt", 43.00, 19 391, 9 594, 9 797,  451,31157,"9,855848","52,234449",G11,Hannover-Hildesheim,02,mittlere Besiedlungsdichte
50,50,03,2,54,0029,,Schellerten,,,,,,,,,,,,
60,64,03,2,54,0029,029,Schellerten, 80.41, 7 901, 3 935, 3 966,  98,31174,"10,10173","52,187719",G11,Hannover-Hildesheim,03,gering besiedelt
50,50,03,2,54,0032,,Söhlde,,,,,,,,,,,,
60,64,03,2,54,0032,032,Söhlde, 57.45, 7 762, 3 870, 3 892,  135,31185,"10,232297","52,189449",G11,Hannover-Hildesheim,03,gering besiedelt
50,50,03,2,54,0042,,Freden (Leine),,,,,,,,,,,,
60,64,03,2,54,0042,042,Freden (Leine), 53.49, 4 682, 2 350, 2 332,  88,31084,"9,89314","51,928153",G11,Hannover-Hildesheim,03,gering besiedelt
50,50,03,2,54,0044,,Lamspringe,,,,,,,,,,,,
60,64,03,2,54,0044,044,Lamspringe, 70.50, 5 592, 2 779, 2 813,  79,31195,"10,008627","51,957723",G11,Hannover-Hildesheim,03,gering besiedelt
50,50,03,2,54,0045,,Sibbesse,,,,,,,,,,,,
60,64,03,2,54,0045,045,Sibbesse, 71.96, 5 742, 2 842, 2 900,  80,31079,"9,902564","52,054729",G11,Hannover-Hildesheim,03,gering besiedelt
50,52,03,2,54,5406,,Leinebergland,,,,,,,,,,,,
60,64,03,2,54,5406,013,"Eime, Flecken", 21.97, 2 553, 1 308, 1 245,  116,31036,"9,724253","52,077171",G11,Hannover-Hildesheim,03,gering besiedelt
60,64,03,2,54,5406,041,"Duingen, Flecken", 59.64, 4 892, 2 411, 2 481,  82,31089,"9,699208","52,005816",G11,Hannover-Hildesheim,03,gering besiedelt
60,63,03,2,54,5406,043,"Gronau (Leine), Stadt", 88.39, 10 736, 5 245, 5 491,  121,31028,"9,774244","52,084178",G11,Hannover-Hildesheim,02,mittlere Besiedlungsdichte
40,44,03,2,55,,,Holzminden,,,,,,,,,,,,
50,50,03,2,55,0008,,"Delligsen, Flecken",,,,,,,,,,,,
60,64,03,2,55,0008,008,"Delligsen, Flecken", 36.21, 7 762, 3 859, 3 903,  214,31073,"9,798914","51,942963",G10,Weserbergland,03,gering besiedelt
50,50,03,2,55,0023,,"Holzminden, Stadt",,,,,,,,,,,,
60,63,03,2,55,0023,023,"Holzminden, Stadt", 88.24, 19 841, 9 807, 10 034,  225,37603,"9,447159","51,828764",G10,Weserbergland,02,mittlere Besiedlungsdichte
50,52,03,2,55,5401,,Bevern,,,,,,,,,,,,
60,64,03,2,55,5401,002,"Bevern, Flecken", 33.33, 3 839, 1 854, 1 985,  115,37639,"9,494465","51,857475",G10,Weserbergland,03,gering besiedelt
60,64,03,2,55,5401,015,Golmbach, 15.95,  904,  447,  457,  57,37640,"9,545419","51,900375",G10,Weserbergland,03,gering besiedelt
60,64,03,2,55,5401,021,Holenberg, 7.38,  405,  188,  217,  55,37642,"9,584829","51,909735",G10,Weserbergland,03,gering besiedelt
60,64,03,2,55,5401,030,Negenborn, 9.92,  685,  341,  344,  69,37643,"9,567476","51,890628",G10,Weserbergland,03,gering besiedelt
50,52,03,2,55,5403,,Boffzen,,,,,,,,,,,,
60,64,03,2,55,5403,004,Boffzen, 8.08, 2 718, 1 365, 1 353,  336,37691,"9,398506","51,750399",G10,Weserbergland,03,gering besiedelt
60,64,03,2,55,5403,009,Derental, 9.23,  586,  279,  307,  63,37691,"9,429724","51,694959",G10,Weserbergland,03,gering besiedelt
60,64,03,2,55,5403,014,Fürstenberg, 3.29, 1 014,  482,  532,  308,37699,"9,399382","51,731487",G10,Weserbergland,03,gering besiedelt
60,64,03,2,55,5403,026,"Lauenförde, Flecken", 17.20, 2 350, 1 195, 1 155,  137,37697,"9,386537","51,660524",G10,Weserbergland,02,mittlere Besiedlungsdichte
50,52,03,2,55,5408,,Bodenwerder-Polle,,,,,,,,,,,,
60,63,03,2,55,5408,003,"Bodenwerder, Münchhausenstadt", 29.05, 5 573, 2 690, 2 883,  192,37619,"9,515591","51,977346",G10,Weserbergland,03,gering besiedelt
60,64,03,2,55,5408,005,Brevörde, 13.63,  595,  299,  296,  44,37647,"9,427301","51,912233",G10,Weserbergland,03,gering besiedelt
60,64,03,2,55,5408,016,Halle, 28.84, 1 508,  758,  750,  52,37620,"9,563019","51,991248",G10,Weserbergland,03,gering besiedelt
60,64,03,2,55,5408,017,Hehlen, 21.68, 1 852,  948,  904,  85,37619,"9,470187","51,984688",G10,Weserbergland,03,gering besiedelt
60,64,03,2,55,5408,019,Heinsen, 18.62,  765,  378,  387,  41,37649,"9,434358","51,883855",G10,Weserbergland,03,gering besiedelt
60,64,03,2,55,5408,020,Heyen, 8.35,  458,  229,  229,  55,37619,"9,504859","52,008111",G10,Weserbergland,03,gering besiedelt
60,64,03,2,55,5408,025,Kirchbrak, 18.47,  983,  489,  494,  53,37619,"9,57338","51,965529",G10,Weserbergland,03,gering besiedelt
60,64,03,2,55,5408,031,"Ottenstein, Flecken", 32.92, 1 170,  586,  584,  36,31868,"9,408921","51,946485",G10,Weserbergland,03,gering besiedelt
60,64,03,2,55,5408,032,Pegestorf, 8.34,  374,  174,  200,  45,37619,"9,49702","51,926812",G10,Weserbergland,03,gering besiedelt
60,64,03,2,55,5408,033,"Polle, Flecken", 21.24, 1 184,  612,  572,  56,37647,"9,406883","51,898705",G10,Weserbergland,03,gering besiedelt
60,64,03,2,55,5408,035,Vahlbruch, 14.23,  415,  210,  205,  29,37647,"9,341323","51,921521",G10,Weserbergland,03,gering besiedelt
50,52,03,2,55,5409,,Eschershausen-Stadtoldendorf,,,,,,,,,,,,
60,64,03,2,55,5409,001,Arholzen, 5.36,  400,  210,  190,  75,37627,"9,569322","51,866505",G10,Weserbergland,03,gering besiedelt
60,64,03,2,55,5409,007,Deensen, 11.05, 1 342,  679,  663,  121,37627,"9,590468","51,862702",G10,Weserbergland,03,gering besiedelt
60,64,03,2,55,5409,010,Dielmissen, 7.52,  765,  370,  395,  102,37633,"9,607235","51,971155",G10,Weserbergland,03,gering besiedelt
60,64,03,2,55,5409,012,Eimen, 16.35,  837,  414,  423,  51,37632,"9,778045","51,875883",G10,Weserbergland,03,gering besiedelt
60,63,03,2,55,5409,013,"Eschershausen, Stadt", 23.92, 3 464, 1 754, 1 710,  145,37632,"9,633947","51,929678",G10,Weserbergland,03,gering besiedelt
60,64,03,2,55,5409,018,Heinade, 9.09,  849,  411,  438,  93,37627,"9,632864","51,839233",G10,Weserbergland,03,gering besiedelt
60,64,03,2,55,5409,022,Holzen, 6.61,  527,  252,  275,  80,37632,"9,666365","51,933805",G10,Weserbergland,03,gering besiedelt
60,64,03,2,55,5409,027,Lenne, 5.68,  643,  337,  306,  113,37627,"9,682356","51,891069",G10,Weserbergland,03,gering besiedelt
60,64,03,2,55,5409,028,Lüerdissen, 6.95,  398,  205,  193,  57,37635,"9,626461","51,951455",G10,Weserbergland,03,gering besiedelt
60,63,03,2,55,5409,034,"Stadtoldendorf, Stadt", 24.92, 5 697, 2 820, 2 877,  229,37627,"9,622765","51,882484",G10,Weserbergland,02,mittlere Besiedlungsdichte
60,64,03,2,55,5409,036,Wangelnstedt, 15.19,  555,  269,  286,  37,37627,"9,687795","51,87064",G10,Weserbergland,03,gering besiedelt
50,50,03,2,55,9501,,"Boffzen, gemfr. Gebiet",,,,,,,,,,,,
60,66,03,2,55,9501,501,"Boffzen, gemfr. Gebiet", 23.36,  0,  0,  0,  0,,"9,436335","51,735765",G10,Weserbergland,03,gering besiedelt
50,50,03,2,55,9502,,"Eimen, gemfr. Gebiet",,,,,,,,,,,,
60,66,03,2,55,9502,502,"Eimen, gemfr. Gebiet", 12.93,  0,  0,  0,  0,,"9,736439","51,905361",G10,Weserbergland,03,gering besiedelt
50,50,03,2,55,9503,,"Eschershausen, gemfr. Gebiet",,,,,,,,,,,,
60,66,03,2,55,9503,503,"Eschershausen, gemfr. Gebiet", 4.90,  0,  0,  0,  0,,"9,684889","51,948482",G10,Weserbergland,03,gering besiedelt
50,50,03,2,55,9504,,"Grünenplan, gemfr. Gebiet",,,,,,,,,,,,
60,66,03,2,55,9504,504,"Grünenplan, gemfr. Gebiet", 22.85,  0,  0,  0,  0,,"9,709813","51,946505",G10,Weserbergland,03,gering besiedelt
50,50,03,2,55,9505,,"Holzminden, gemfr. Gebiet",,,,,,,,,,,,
60,66,03,2,55,9505,505,"Holzminden, gemfr. Gebiet", 15.01,  0,  0,  0,  0,,"9,518896","51,820315",G10,Weserbergland,03,gering besiedelt
50,50,03,2,55,9506,,"Merxhausen, gemfr. Gebiet",,,,,,,,,,,,
60,66,03,2,55,9506,506,"Merxhausen, gemfr. Gebiet", 22.50,  0,  0,  0,  0,,"9,582919","51,815623",G10,Weserbergland,03,gering besiedelt
50,50,03,2,55,9508,,"Wenzen, gemfr. Gebiet",,,,,,,,,,,,
60,66,03,2,55,9508,508,"Wenzen, gemfr. Gebiet", 15.88,  0,  0,  0,  0,,"9,805732","51,904088",G10,Weserbergland,03,gering besiedelt
40,44,03,2,56,,,Nienburg (Weser),,,,,,,,,,,,
50,50,03,2,56,0022,,"Nienburg (Weser), Stadt",,,,,,,,,,,,
60,63,03,2,56,0022,022,"Nienburg (Weser), Stadt", 64.53, 31 448, 15 283, 16 165,  487,31582,"9,211648","52,640859",G08,Mittelweser,02,mittlere Besiedlungsdichte
50,50,03,2,56,0025,,"Rehburg-Loccum, Stadt",,,,,,,,,,,,
60,63,03,2,56,0025,025,"Rehburg-Loccum, Stadt", 99.97, 10 161, 5 156, 5 005,  102,31547,"9,225712","52,470153",G08,Mittelweser,03,gering besiedelt
50,50,03,2,56,0030,,"Steyerberg, Flecken",,,,,,,,,,,,
60,64,03,2,56,0030,030,"Steyerberg, Flecken", 101.99, 5 191, 2 594, 2 597,  51,31595,"9,026193","52,56739",G08,Mittelweser,03,gering besiedelt
50,52,03,2,56,5402,,Heemsen,,,,,,,,,,,,
60,64,03,2,56,5402,005,"Drakenburg, Flecken", 11.72, 1 760,  889,  871,  150,31623,"9,210548","52,68737",G08,Mittelweser,02,mittlere Besiedlungsdichte
60,64,03,2,56,5402,011,Haßbergen, 18.03, 1 571,  780,  791,  87,31626,"9,230031","52,73085",G08,Mittelweser,03,gering besiedelt
60,64,03,2,56,5402,012,Heemsen, 39.61, 1 729,  853,  876,  44,31622,"9,262984","52,704419",G08,Mittelweser,03,gering besiedelt
60,64,03,2,56,5402,027,Rohrsen, 5.13, 1 003,  487,  516,  196,31627,"9,232437","52,709796",G08,Mittelweser,02,mittlere Besiedlungsdichte
50,52,03,2,56,5405,,Liebenau,,,,,,,,,,,,
60,64,03,2,56,5405,002,Binnen, 24.78, 1 011,  510,  501,  41,31619,"9,135239","52,618382",G08,Mittelweser,03,gering besiedelt
60,64,03,2,56,5405,019,"Liebenau, Flecken", 23.08, 3 844, 1 979, 1 865,  167,31618,"9,095856","52,603837",G08,Mittelweser,03,gering besiedelt
60,64,03,2,56,5405,023,Pennigsehl, 24.22, 1 227,  634,  593,  51,31621,"9,026812","52,642381",G08,Mittelweser,03,gering besiedelt
50,52,03,2,56,5406,,Marklohe,,,,,,,,,,,,
60,64,03,2,56,5406,001,Balge, 32.12, 1 718,  884,  834,  53,31609,"9,184785","52,718245",G08,Mittelweser,03,gering besiedelt
60,64,03,2,56,5406,021,Marklohe, 32.93, 4 607, 2 277, 2 330,  140,31608,"9,156531","52,668633",G08,Mittelweser,03,gering besiedelt
60,64,03,2,56,5406,036,Wietzen, 40.59, 2 137, 1 060, 1 077,  53,31613,"9,084499","52,713048",G08,Mittelweser,03,gering besiedelt
50,52,03,2,56,5407,,Steimbke,,,,,,,,,,,,
60,64,03,2,56,5407,020,Linsburg, 23.57,  955,  480,  475,  41,31636,"9,303647","52,593547",G08,Mittelweser,03,gering besiedelt
60,64,03,2,56,5407,026,Rodewald, 60.29, 2 537, 1 269, 1 268,  42,31637,"9,482895","52,662673",G08,Mittelweser,03,gering besiedelt
60,64,03,2,56,5407,029,Steimbke, 63.28, 2 499, 1 232, 1 267,  39,31634,"9,390322","52,655474",G08,Mittelweser,03,gering besiedelt
60,64,03,2,56,5407,031,Stöckse, 38.57, 1 248,  647,  601,  32,31638,"9,341552","52,641122",G08,Mittelweser,03,gering besiedelt
50,52,03,2,56,5408,,Uchte,,,,,,,,,,,,
60,64,03,2,56,5408,004,"Diepenau, Flecken", 70.05, 3 893, 1 987, 1 906,  56,31603,"8,732764","52,421591",G08,Mittelweser,03,gering besiedelt
60,64,03,2,56,5408,024,Raddestorf, 41.85, 1 816,  912,  904,  43,31604,"8,961702","52,455222",G08,Mittelweser,03,gering besiedelt
60,64,03,2,56,5408,033,"Uchte, Flecken", 90.69, 4 999, 2 526, 2 473,  55,31600,"8,907246","52,499408",G08,Mittelweser,03,gering besiedelt
60,64,03,2,56,5408,034,Warmsen, 81.71, 3 255, 1 631, 1 624,  40,31606,"8,848914","52,456444",G08,Mittelweser,03,gering besiedelt
50,52,03,2,56,5409,,Grafschaft Hoya,,,,,,,,,,,,
60,64,03,2,56,5409,003,"Bücken, Flecken", 32.50, 2 101, 1 042, 1 059,  65,27333,"9,134546","52,780054",G08,Mittelweser,03,gering besiedelt
60,64,03,2,56,5409,007,Eystrup, 24.12, 3 390, 1 656, 1 734,  141,27324,"9,212755","52,779255",G08,Mittelweser,03,gering besiedelt
60,64,03,2,56,5409,008,Gandesbergen, 7.02,  480,  231,  249,  68,27324,"9,223013","52,760767",G08,Mittelweser,03,gering besiedelt
60,64,03,2,56,5409,009,Hämelhausen, 9.09,  589,  305,  284,  65,27324,"9,277964","52,780784",G08,Mittelweser,03,gering besiedelt
60,64,03,2,56,5409,010,Hassel (Weser), 17.67, 1 764,  887,  877,  100,27324,"9,205763","52,802471",G08,Mittelweser,03,gering besiedelt
60,64,03,2,56,5409,013,Hilgermissen, 54.44, 2 158, 1 084, 1 074,  40,27318,"9,149399","52,844913",G08,Mittelweser,03,gering besiedelt
60,63,03,2,56,5409,014,"Hoya, Stadt", 8.42, 3 898, 1 903, 1 995,  463,27318,"9,135517","52,805855",G08,Mittelweser,03,gering besiedelt
60,64,03,2,56,5409,015,Hoyerhagen, 22.67,  980,  486,  494,  43,27318,"9,08566","52,829149",G08,Mittelweser,03,gering besiedelt
60,64,03,2,56,5409,028,Schweringen, 19.53,  788,  406,  382,  40,27324,"9,181245","52,747532",G08,Mittelweser,03,gering besiedelt
60,64,03,2,56,5409,035,Warpe, 20.09,  724,  378,  346,  36,27333,"9,104535","52,740808",G08,Mittelweser,03,gering besiedelt
50,52,03,2,56,5410,,Mittelweser,,,,,,,,,,,,
60,64,03,2,56,5410,006,Estorf, 19.85, 1 711,  848,  863,  86,31629,"9,141689","52,588451",G08,Mittelweser,03,gering besiedelt
60,64,03,2,56,5410,016,Husum, 40.01, 2 341, 1 183, 1 158,  59,31632,"9,252157","52,565208",G08,Mittelweser,03,gering besiedelt
60,64,03,2,56,5410,017,Landesbergen, 42.02, 2 717, 1 334, 1 383,  65,31628,"9,119921","52,55829",G08,Mittelweser,03,gering besiedelt
60,64,03,2,56,5410,018,Leese, 29.76, 1 672,  823,  849,  56,31633,"9,11604","52,505729",G08,Mittelweser,03,gering besiedelt
60,64,03,2,56,5410,032,Stolzenau, 64.91, 7 468, 3 663, 3 805,  115,31592,"9,07761","52,510921",G08,Mittelweser,03,gering besiedelt
40,44,03,2,57,,,Schaumburg,,,,,,,,,,,,
50,50,03,2,57,0003,,Auetal,,,,,,,,,,,,
60,64,03,2,57,0003,003,Auetal, 62.15, 6 202, 3 086, 3 116,  100,31749,"9,232853","52,234338",G10,Weserbergland,03,gering besiedelt
50,50,03,2,57,0009,,"Bückeburg, Stadt",,,,,,,,,,,,
60,63,03,2,57,0009,009,"Bückeburg, Stadt", 68.90, 19 330, 9 312, 10 018,  281,31675,"9,050444","52,260372",G10,Weserbergland,02,mittlere Besiedlungsdichte
50,50,03,2,57,0028,,"Obernkirchen, Stadt",,,,,,,,,,,,
60,63,03,2,57,0028,028,"Obernkirchen, Stadt", 32.45, 9 206, 4 607, 4 599,  284,31683,"9,130876","52,270718",G10,Weserbergland,02,mittlere Besiedlungsdichte
50,50,03,2,57,0031,,"Rinteln, Stadt",,,,,,,,,,,,
60,63,03,2,57,0031,031,"Rinteln, Stadt", 109.01, 25 424, 12 452, 12 972,  233,31737,"9,079841","52,186989",G10,Weserbergland,02,mittlere Besiedlungsdichte
50,50,03,2,57,0035,,"Stadthagen, Stadt",,,,,,,,,,,,
60,63,03,2,57,0035,035,"Stadthagen, Stadt", 60.27, 22 262, 10 762, 11 500,  369,31655,"9,205815","52,323705",G10,Weserbergland,02,mittlere Besiedlungsdichte
50,52,03,2,57,5401,,Eilsen,,,,,,,,,,,,
60,64,03,2,57,5401,001,Ahnsen, 3.43, 1 018,  501,  517,  297,31708,"9,101227","52,254661",G10,Weserbergland,02,mittlere Besiedlungsdichte
60,64,03,2,57,5401,005,Bad Eilsen, 2.46, 2 563, 1 141, 1 422, 1 042,31707,"9,105939","52,2407",G10,Weserbergland,02,mittlere Besiedlungsdichte
60,64,03,2,57,5401,008,Buchholz, 1.77,  761,  373,  388,  430,31710,"9,118945","52,225073",G10,Weserbergland,02,mittlere Besiedlungsdichte
60,64,03,2,57,5401,012,Heeßen, 1.90, 1 422,  676,  746,  748,31707,"9,105587","52,23215",G10,Weserbergland,02,mittlere Besiedlungsdichte
60,64,03,2,57,5401,022,Luhden, 4.35, 1 134,  581,  553,  261,31711,"9,092095","52,226019",G10,Weserbergland,02,mittlere Besiedlungsdichte
50,52,03,2,57,5402,,Lindhorst,,,,,,,,,,,,
60,64,03,2,57,5402,007,Beckedorf, 9.83, 1 456,  730,  726,  148,31699,"9,313716","52,342837",G10,Weserbergland,03,gering besiedelt
60,64,03,2,57,5402,015,Heuerßen, 3.98,  885,  435,  450,  222,31700,"9,277037","52,329615",G10,Weserbergland,03,gering besiedelt
60,64,03,2,57,5402,020,Lindhorst, 7.88, 4 292, 2 103, 2 189,  545,31698,"9,284344","52,358059",G10,Weserbergland,03,gering besiedelt
60,64,03,2,57,5402,021,Lüdersfeld, 12.72, 1 075,  562,  513,  85,31702,"9,252911","52,358924",G10,Weserbergland,03,gering besiedelt
50,52,03,2,57,5403,,Nenndorf,,,,,,,,,,,,
